1990,706140,30-34,Outside Marriage Joint Registrations,145168,20.56%,17874,0.02531226102
1990,706140,30-34,Outside Marriage Sole Registrations,54831,7.76%,5006,0.007089245759
1990,706140,30-34,Within Marriage (or Civil Partnership),506141,71.68%,133384,0.1888917212
1990,706140,35-39,Outside Marriage Joint Registrations,145168,20.56%,6793,0.009619905401
1990,706140,35-39,Outside Marriage Sole Registrations,54831,7.76%,1933,0.002737417509
1990,706140,35-39,Within Marriage (or Civil Partnership),506141,71.68%,43179,0.06114793101
1990,706140,40-44,Outside Marriage Joint Registrations,145168,20.56%,1505,0.002131305407
1990,706140,40-44,Outside Marriage Sole Registrations,54831,7.76%,413,0.0005848698558
1990,706140,40-44,Within Marriage (or Civil Partnership),506141,71.68%,7302,0.01034072564
1990,706140,45 and over,Outside Marriage Joint Registrations,145168,20.56%,55,0.00007788823746
1990,706140,45 and over,Outside Marriage Sole Registrations,54831,7.76%,13,0.00001840994704
1990,706140,45 and over,Within Marriage (or Civil Partnership),506141,71.68%,429,0.0006075282522
1980,656234,19 and under,Outside Marriage Joint Registrations,44168,6.73%,11828,0.01802405849
1980,656234,19 and under,Outside Marriage Sole Registrations,33204,5.06%,14032,0.02138261657
1980,656234,19 and under,Within Marriage (or Civil Partnership),578862,88.21%,34894,0.05317310593
1980,656234,20-24,Outside Marriage Joint Registrations,44168,6.73%,15267,0.02326456721
1980,656234,20-24,Outside Marriage Sole Registrations,33204,5.06%,11340,0.01728042131
1980,656234,20-24,Within Marriage (or Civil Partnership),578862,88.21%,174934,0.2665725945
1980,656234,25-29,Outside Marriage Joint Registrations,44168,6.73%,8946,0.01363233237
1980,656234,25-29,Outside Marriage Sole Registrations,33204,5.06%,4516,0.006881691592
1980,656234,25-29,Within Marriage (or Civil Partnership),578862,88.21%,209976,0.3199712298
1980,656234,30-34,Outside Marriage Joint Registrations,44168,6.73%,5412,0.008247058214
1980,656234,30-34,Outside Marriage Sole Registrations,33204,5.06%,2176,0.003315890368
1980,656234,30-34,Within Marriage (or Civil Partnership),578862,88.21%,122320,0.1863969255
1980,656234,35-39,Outside Marriage Joint Registrations,44168,6.73%,2178,0.003318938062
1980,656234,35-39,Outside Marriage Sole Registrations,33204,5.06%,869,0.001324222762
1980,656234,35-39,Within Marriage (or Civil Partnership),578862,88.21%,30846,0.04700457459
1980,656234,40-44,Outside Marriage Joint Registrations,44168,6.73%,507,0.0007725902651
1980,656234,40-44,Outside Marriage Sole Registrations,33204,5.06%,254,0.0003870570559
1980,656234,40-44,Within Marriage (or Civil Partnership),578862,88.21%,5314,0.00809772124
1980,656234,45 and over,Outside Marriage Joint Registrations,44168,6.73%,30,0.0000457154003
1980,656234,45 and over,Outside Marriage Sole Registrations,33204,5.06%,17,0.0000259053935
1980,656234,45 and over,Within Marriage (or Civil Partnership),578862,88.21%,578,0.0008807833791
